ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001193125-25-316183	2847129	Common Stock	F1			48601588.0				D			
0001876042-25-000071	2847390	Class A Common Stock				67137.0				I		By Spruce Trust	F4
0001876042-25-000071	2847391	Class A Common Stock				67137.0				I		By Oak Trust	F4
0001876042-25-000071	2847392	Class A Common Stock				67137.0				I		By Beech Trust	F4
0001876042-25-000071	2847393	Class A Common Stock				67137.0				I		By Chestnut Trust	F4
0001193125-25-316180	2847251	Class A Common Stock				127735.0	F4			D		By a son	
0001193125-25-316180	2847252	Class A Common Stock				2.56				I			
0001829126-25-009914	2847438	Class A Ordinary Shares				380000.0	F1			I		By Hall Chadwick Capital LLC	F2
0001829126-25-009913	2847423	Class A Ordinary Shares				380000.0	F1			I		By Hall Chadwick Capital LLC	F2
0001193125-25-316165	2847378	Class A Common Stock				24168.0				D			
0001872955-25-000019	2847243	Common Stock				8482.77				I		By 401k plan	
0001193125-25-316136	2847281	Common Shares				285338.0				I		By Fluxman Family Holding LLC	
0001019966-25-000008	2847285	Common Stock				1715960.0	F1			D			
0001193125-25-316124	2847380	Class A Common Stock				60502.0				D	F5	By Edwin A. Poston Revocable Trust	
0001193125-25-316124	2847381	Class A Common Stock				521664.0				I	F6		
0001193125-25-316124	2847379	Class A Common Stock				2398531.0				I	F4	By TrueBridge Colonial Fund, u/a 11/15/2015	
0001831631-25-000251	2847249	Class A Common Stock				168283.0				D			
0001815500-25-000008	2847400	Common Stock				1781.01				I		JEPST Plan	
0001815500-25-000008	2847399	Common Stock				5.15				I		401(k) Plan	
0001910454-25-000008	2847528	Common Stock				2446.1				I		JEPST Plan	
0001910454-25-000008	2847527	Common Stock				5353.2				I		401(k) Plan	
0001910454-25-000008	2847529	Common Stock				1088.14				I		Spouse JEPST Plan	
0001952319-25-000008	2847287	Common Stock				773.81				I		JEPST Plan	
0001952319-25-000008	2847286	Common Stock				1378.88				I		401(k) Plan	
0001952319-25-000008	2847288	Common Stock				1600.0				I		Spouse IRA	
0001590716-25-000008	2847273	Common Stock				5428.27				I		401(k) Plan	
0001590716-25-000008	2847274	Common Stock				2891.66				I		JEPST Plan	
0002058772-25-000008	2847277	Common Stock				4261.33				I		JEPST Plan	
0001829591-25-000008	2847232	Common Stock				7858.91				I		401(k) Plan	
0001829591-25-000008	2847234	Common Stock				700.0				I		Spouse 401(k) Plan	
0001829591-25-000008	2847233	Common Stock				1577.58				I		JEPST Plan	
0001219880-25-000006	2847321	Common Stock				9021.0				I		401(k)	
0000902162-25-000004	2847149	Common Stock				273788.0	F3			D			
0000902162-25-000004	2847151	Common Stock				183950.0				I		By Trust	F5
0000902162-25-000004	2847150	Common Stock				60211.0				I		By Trust	F4
0001411984-25-000007	2847493	Common Stock				12376.0				I		By 2025 GRAT	
0001411984-25-000007	2847494	Common Stock				1129.0				I		By 401(k) Plan	
0001536206-25-000003	2847248	Common Stock				3300.0				I		Family Trust	
0001193125-25-316079	2847354	Common Shares				2597268.0				I	F10	By Spouse	
0001193125-25-316079	2847355	Common Shares				17910602.0				I	F11	By Spouse through Profit Sharing Fund (401(k)) Plan	
0001193125-25-316079	2847356	Common Shares				23481.0				I	F3	By Spouse as Trustee	
0001193125-25-316079	2847353	Common Shares				11300.0				I	F3	By Trust	
0001193125-25-316079	2847358	Common Shares				35140.0				I	F3		
0001193125-25-316079	2847352	Common Shares				1176273.0				D		By Profit Sharing Fund (401(k)) Plan	
0001193125-25-316079	2847357	Common Shares				185573.0				I	F3	By Hayne Foundation	
0001193125-25-316075	2847329	Common Shares				23481.0				I	F3	By Profit Sharing Fund (401(k) Plan)	
0001193125-25-316075	2847330	Common Shares				185573.0				I	F10	By Trust	
0001193125-25-316075	2847331	Common Shares				35140.0				I	F3	By Hayne Foundation	
0001193125-25-316075	2847332	Common Shares				1176273.0				I	F11	By Spouse	
0001193125-25-316075	2847334	Common Shares				2597268.0				I	F3, F12	By Spouse as Trustee	
0001193125-25-316075	2847333	Common Shares				11300.0				I	F3	By Spouse through Profit Sharing Fund (401(k) Plan)	
0000864749-25-000309	2847495	Common Stock				210846.0				I		Painter Family Irrevocable Trust	
0001796226-25-000009	2847397	Common Stock				4375.0				I		By 401(k) Plan	
0001628280-25-056551	2847437	Class A Common Stock				92000.0				I		By GABACOR Holdings LLC	F5
0001628280-25-056551	2847436	Class A Common Stock				500000.0				I		By Emergence Capital Partners II, L.P.	F4
0001663758-25-000009	2847343	Common Stock				197.0				I		By 401(k) Plan	
0001094454-25-000016	2847433	Common Stock				43992.0				I		the James W. Quinn 2025 GRAT No.1	
0001193125-25-316048	2847499	Common Stock				838480.0				I		Indirect #12	F3
0001193125-25-316048	2847500	Common Stock				525043.0				I		Indirect #13	F4
0001193125-25-316048	2847501	Common Stock				493602.0				I		Indirect #14	F5
0001193125-25-316048	2847502	Common Stock				103131.0				I		Indirect #15	F6
0001193125-25-316048	2847498	Common Stock				343162.0				I		Indirect #2	F2
0001193125-25-316035	2847504	Class C Common Stock				49228.0				I		See footnote	F3
0001193125-25-316035	2847503	Class C Common Stock				164948.0				I		See footnote	F2
0001225208-25-009869	2847168	Common Stock				6784.0				I		By 401(k)	
0001225208-25-009869	2847170	Common Stock				3200.0				I		By Stock Award	F1
0001225208-25-009869	2847169	Common Stock				18881.0				I		By ESOP	
0001544530-25-000007	2847174	Common Stock				1756.0				I		401(k)	
0001226690-25-000005	2847487	Common Stock				200000.0				I		By 2025 GRAT	
0001226690-25-000005	2847492	Common Stock				56048.0				I		by Children	
0001226690-25-000005	2847489	Common Stock				5962.0				I		By 401(k) Plan	
0001226690-25-000005	2847490	Common Stock				180000.0				I		By Trust for Chldn.	F1
0001226690-25-000005	2847491	Common Stock				101988.0				I		by 2024 GRAT II	
0001226690-25-000005	2847486	Common Stock				71487.0				I		By 2024 GRAT	
0001226690-25-000005	2847488	Common Stock				200000.0				I		By 2025 GRAT II	
0001510015-25-000007	2847191	Depositary Shares	F1			3000.0				D			
0001510015-25-000007	2847190	Common Stock				21611.0				D			
0001187377-25-000006	2847336	COMMON STOCK				23263104.0				I		See Footnote	F2
0002100495-25-000002	2847485	Common Stock, par value $0.01				3687.0	F1			D			
0001218629-25-000006	2847244	Common Stock				127484.0				I		By 2024 GRAT	
0001218629-25-000006	2847247	Common Stock				39985.0				I		By Trust	
0001218629-25-000006	2847246	Common Stock				5989.0				I		By 401(k) Plan	
0001218629-25-000006	2847245	Common Stock				300000.0				I		By 2025 GRAT	
0001742496-25-000012	2847426	Common Stock				3175.0				I		By Trust	F2
0001585521-25-000210	2847229	Class A Common Stock				2000.0				I		By Ashwini Velchamy	
0001585521-25-000210	2847230	Class A Common Stock				2000.0				I		By Janani Velchamy	
0001585521-25-000210	2847228	Class A Common Stock				2000.0				I		By Harshini Velchamy	
0001585521-25-000210	2847227	Class A Common Stock				36060.0				I		Velchamy Family Trust	
0000914190-25-000058	2847319	Common Shares				135808.17				D		By Wife	
0000914190-25-000058	2847320	CommonShares				131215.07				I			
0000914190-25-000057	2847130	Common Shares				198831.78				D			
0001628280-25-056542	2847171	Common Stock				578.0				D			
0001082906-25-000015	2847255	Class A Common Stock				2602444.0				I		TCV IX, L.P.	F3
0001082906-25-000015	2847256	Class A Common Stock				734319.0				I		TCV IX (A) Opportunities, L.P.	F4
0001082906-25-000015	2847257	Class A Common Stock				138996.0				I		TCV IX (B), L.P.	F5
0001082906-25-000015	2847258	Class A Common Stock				200654.0				I		TCV Member Fund, L.P.	F6
0001082906-25-000015	2847259	Class A Common Stock				1878926.0				I		TCV X, L.P.	F7
0001082906-25-000015	2847260	Class A Common Stock				465945.0				I		TCV X (A) Blocker, L.P.	F8
0001082906-25-000015	2847261	Class A Common Stock				91608.0				I		TCV X (B), L.P.	F9
0001082906-25-000015	2847262	Class A Common Stock				105147.0				I		TCV X Member Fund, L.P.	F10
0001082906-25-000015	2847263	Class A Common Stock				59440.0				I		TCV IX Management, L.L.C.	F11
0001082906-25-000015	2847264	Class A Common Stock				24888.0				I		TCV X Management, L.L.C.	F11
0000899140-25-001439	2847144	Common Stock				12860.0				I		See footnote	F3
0001753076-25-000007	2847550	Common Stock				905.43				I		By ESOP Trustee	
0001214659-25-017939	2847506	Common Stock				12267.52	F1			I		In 401(k)	
0001193125-25-315966	2847253	Class B Common Stock				2170657.0	F2			I		See Explanation of Responses	
0001193125-25-315957	2847322	Common Stock				366141.0				I		By Stockbridge Fund, L.P.	
0001193125-25-315957	2847324	Common Stock				60246.0				I		By Family Trusts	
0001193125-25-315957	2847323	Common Stock				68139.0				I		By Stockbridge Partners LLC	
0001227454-25-000005	2847183	Series G Perpetual Preferred Shares				300.0				I		FBO Grandchild 2 Custodial Account	
0001227454-25-000005	2847186	Series G Perpetual Preferred Shares				300.0				I		FBO Grandchild 5 Custodial Account	
0001227454-25-000005	2847181	Series G Perpetual Preferred Shares				1000.0				D		By Spouse IRA	
0001227454-25-000005	2847182	Series G Perpetual Preferred Shares				1000.0				I		FBO Grandchild 1 Custodial Account	
0001227454-25-000005	2847187	Series G Perpetual Preferred Shares				400.0				I			
0001227454-25-000005	2847184	Series G Perpetual Preferred Shares				300.0				I		FBO Grandchild 3 Custodial Account	
0001227454-25-000005	2847185	Series G Perpetual Preferred Shares				400.0				I		FBO Grandchild 4 Custodial Account	
0001104659-25-120314	2847451	Common Shares of Beneficial Interest				178488.0				I			
0001104659-25-120314	2847450	Common Shares of Beneficial Interest				329009.0				D		See Footnote	F3
0001062993-25-017297	2847516	Common Stock				227000.0				D			
0001983522-25-000003	2847212	Common Stock				1251.0	F5			D			
0001850975-25-000003	2847337	Common Stock				996.0	F5			D			
0002005608-25-000003	2847335	Common Stock				11027.0	F5			D			
0001929569-25-000005	2847383	Common Stock				362.0	F3			D			
0001832617-25-000012	2847348	Class A Common Stock				83.0				I		See footnote	F2
0001493152-25-027239	2847370	Common Stock				444195.0				I		See Footnote	F2
0001942571-25-000003	2847314	Common Stock				1582.0	F3			D			
0000950103-25-016019	2847386	Class A Common Stock				63425788.0				D			
0001214659-25-017938	2847440	Common Stock				133040.0				I		by M Hsing 04 Trust	
0001214659-25-017938	2847441	Common Stock				12825.0				I		ZH Family 2020 Trust	
0001198236-25-000006	2847449	Common Stock				10.0				I		By the MetLife Policyholder Trust	F2
0001104659-25-120307	2847505	Restricted Stock				2360.0	F3			D			
0001213900-25-120659	2847280	Common Stock				1872.0				I		By wife	
0001213900-25-120659	2847279	Common Stock				100000.0				I		By CLO Partners Holdings LLC	
0001213900-25-120659	2847278	Common Stock				73607.0				I		By CLO Partners LLC	
0001225208-25-009864	2847508	Common Stock				35424.0				I		By Spouse	
0001225208-25-009864	2847507	Common Stock				18358.0				I		By Corporation	
0001668375-25-000004	2847160	Common Stock				41640.0				I		By Trust	F3, F8
0001668375-25-000004	2847165	Common Stock				6228.0				I		By Trust	F3, F13
0001668375-25-000004	2847164	Common Stock				1598.0				I		By Trust	F3, F12
0001668375-25-000004	2847163	Common Stock				229930.0				I		By Trust	F3, F11
0001668375-25-000004	2847162	Common Stock				147255.0				I		By Trust	F3, F10
0001668375-25-000004	2847161	Common Stock				115684.0				I		By Trust	F3, F9
0001668375-25-000004	2847166	Common Stock				228382.0				I		By Trust	F3, F14
0001668375-25-000004	2847159	Common Stock				43132.0				I		By Trust	F3, F7
0001668375-25-000004	2847158	Common Stock				17246.0				I		By Trust	F3, F6
0001668375-25-000004	2847157	Common Stock				646582.0				I		By Trust	F3, F5
0001668375-25-000004	2847155	Common Stock				584600.0				I		By LLC	F2
0001668375-25-000004	2847156	Common Stock				283897.0				I		By Trust	F3, F4
0001217073-25-000004	2847377	Common Stock				584600.0	F4			I		By LLC	
0001217073-25-000004	2847375	Common Stock				282119.0	F3			I		By ERCO III Partnership	
0001217073-25-000004	2847376	Common Stock				214770.0				I		By Ltd. Partnership	
0001217073-25-000004	2847374	Common Stock				125893.0				I		By Corporation	
0001217073-25-000004	2847373	Common Stock				62730.0	F2			I		By 401(k)	
0001193125-25-315811	2847523	Class I Common Stock				420303.0				I		Held by Brookfield REIT Adviser LLC	F3, F2
0001193125-25-315811	2847522	Class E Common Stock				72256.0				I		Held by BIM Capital LLC	F3, F1
0001437749-25-037546	2847484	Common Stock				1817.67				I		Children	
0000919574-25-007331	2847467	Common Stock, par value $0.001				52653.0				D	F7		
0000919574-25-007331	2847466	Common Stock, par value $0.001				83999.0				I		See footnote	F6
0001433660-25-000070	2847140	Common Stock				8128.0				I		Noruz ehf	F3
0001433660-25-000070	2847139	Common Stock				98407.0				I		Noruz ehf	F2
0001437749-25-037538	2847526	Common Stock				28298.0				I		By Spouse	
0000764180-25-000137	2847372	Common Stock				999.0				I		DPS	F3
0000764180-25-000135	2847342	Common Stock				5399.0				I		DPS	F3
0000739421-25-000118	2847223	COMMON CLASS				12.0				I		SAME HOUSEHOLD	
0001193125-25-315655	2847127	Common Stock				2637.0				I		As custodian for minor child	
0001193125-25-315655	2847125	Common Stock				10038.0				I		By trust	
0001193125-25-315655	2847126	Common Stock				5301.0				I		By irrevocable trust	
0001591588-25-000037	2847153	Common Stock, par value $0.01 per share				1867416.0				I		See footnote	F4
0001591588-25-000037	2847154	Common stock, par value $0.01 per share				32340.0				I		By Roberts Family Trust	
0001193125-25-315642	2847552	Common Stock				21181.0				I		By ESOP	
0001193125-25-315642	2847551	Common Stock				18052.0				I		By 401K	
0001437749-25-037530	2847315	Common Stock				1500.0				I		By IRA	
0001437749-25-037529	2847520	Common Stock				1947.0				I		By IRA	
0001437749-25-037528	2847452	Common Stock				2000.0				I		By IRA	
0001217070-25-000004	2847204	Common Stock				7511.0	F1			I		By 401(k)	
0001185533-25-000012	2847134	Common Stock, Par Value $0.001				31000.0				I		GAMCO Investors, Inc.	F3
0001185533-25-000012	2847135	Common Stock, Par Value $0.001				432582.0				I		Associated Capital Group, Inc.	F4
0001185533-25-000012	2847136	Common Stock, Par Value $0.001				2918.0				I		Gabelli & Company Investment Advisers, Inc.	F5
0001185533-25-000012	2847137	Common Stock, Par Value $0.001				33500.0				I		GPJ Retirement Partners	F6
0001185533-25-000012	2847138	Common Stock, Par Value $0.001				1020654.0				D			
0001437749-25-037523	2847558	Common Stock				8100.0				I		By IRA	
0001437749-25-037521	2847525	Common Stock				10000.0				I		By Company	
0001193125-25-315559	2847413	Common Stock				70070.0				I		By limited partnership	
0001193125-25-315559	2847412	Common Stock				3720.0				I		By trust	
0001193125-25-315559	2847410	Common Stock				2000.0				I		By spouse	
0001193125-25-315559	2847411	Common Stock				8820.0				I		As trustee of granchildren's trust	
0001437749-25-037519	2847175	Common Stock				5.0				I		Spouse	
0001437749-25-037519	2847176	Common Stock				823923.0	F1, F2			I		FRMO Corp.	
0001437749-25-037519	2847177	Common Stock				6900.0	F1			I		Kinetics Institutional Partners LP	
0001437749-25-037519	2847178	Common Stock				5810.0	F1			I		Kinetics Partners LP	
0001437749-25-037519	2847179	Common Stock				952.0	F1			I		Horizon Kinetics Asset Management LLC	
0001359275-25-000004	2847350	Common Stock				3033.0				I		by Spouse	
0001706698-25-000004	2847231	Common Stock				1235.0				I		by Spouse	
0000063754-25-000111	2847202	Common Stock - Non Voting				2620.0				D			
0001239696-25-000003	2847316	Common Stock				20045.0				I		by ESOP	
0001193125-25-315434	2847549	Common Stock				2049142.0				D			
0001475163-25-000008	2847222	Common Stock				4219.0				I		Held in Trust	
0001703388-25-000005	2846924	Common Stock				3100.0	F1			I		By Trust	
0001419536-25-000134	2846855	Common Stock				324000.0				I		By Norman Bernstein	
0001419536-25-000134	2846857	Common Stock				303200.0				I		By Bernstein Fund Limited Partnership	
0001419536-25-000134	2846856	Common Stock				154400.0				I		By SandBern Ventures, LLC	
0001628280-25-056438	2847086	Common Stock				114.15				I		Held in Northrop Grumman Savings Plan	F2
0001493152-25-027169	2847098	Common Stock, par value $0.0001				300000000.0				D	F1		
0001628280-25-056431	2846993	Class A Common Stock				9258298.0	F2			D		Rarefied Air Capital LLC	F3
0001628280-25-056431	2846995	Class A Common Stock				1278512.0				I			
0001628280-25-056431	2846994	Class A Common Stock				13194231.0				I		By Cohn Family Investments Trust dtd 5/24/18	
0001628280-25-056431	2846992	Class A Common Stock				1540307.0				I		By Cohn Family Trust 5/24/18	
0001104659-25-120156	2847009	Common Stock				602.0				I		By Spouse	F2
0001104659-25-120152	2846865	Common Stock				345620.0				D		By Daughter	
0001104659-25-120152	2846867	Common Stock				600.0				I	F1		
0001104659-25-120152	2846866	Common Stock				1200.0				I	F1	By Son	
0002100573-25-000003	2847038	No securities are beneficially owned				0.0				D			
0001193125-25-314758	2847010	Class A Ordinary Shares				800000.0				I		See footnote	F1
0001193125-25-314756	2847008	Class A Ordinary Shares				800000.0				I		See footnote	F1
0001213900-25-120296	2847046	Common Stock				30152.0				I	F2	Wade Capital Corporation Money Purchase Plan	
0001213900-25-120296	2847047	Common Stock				2000.0				I		Reporting Person's Wife	
0001214659-25-017920	2846843	Common Stock				6000.0				I		By Ault & Company, Inc.	F6
0001214659-25-017920	2846844	Common Stock				5953.0				I		By Alpha Structured Finance LP	F7
0000919574-25-007315	2847033	Common Stock, par value $0.001				52653.0				D	F7		
0000919574-25-007315	2847032	Common Stock, par value $0.001				83999.0				I		See footnote	F6
0001213900-25-120285	2846875	Common Stock				1241989.0				I		See footnote	F2
0001829126-25-009873	2846837	Common Stock				28571.0	F1			D			
0001511939-25-000004	2846998	Air Lease Corporation - Class A Common Stock				500.0				I		See footnote	F2
0001511939-25-000004	2846997	Air Lease Corporation - Class A Common Stock				500.0				I		See footnote	F2
0000950142-25-003159	2846900	Class A common stock				520666.0				I		See footnote	F1
0000950142-25-003159	2846901	Class A common stock				26559.0				D	F6		
0001104659-25-120080	2846941	Class B Common Stock				1250000.0				I		By JNR TR, LLC	F3
0001104659-25-120080	2846944	Class B Common Stock				1250000.0				I			
0001104659-25-120080	2846943	Class B Common Stock				1250000.0				I		By EJR TR, LLC	F3
0001104659-25-120080	2846940	Class B Common Stock				8845238.0				I		By NVR TR, LLC	F3
0001104659-25-120080	2846939	Class B Common Stock				2621701.0				I		By 4C Holdings V, LLC	F3
0001104659-25-120080	2846942	Class B Common Stock				1250000.0				I		By GBR TR, LLC	F3
0001104659-25-120080	2846931	Class A Common Stock				2880252.0				D		By EJR TR, LLC	F3
0001104659-25-120080	2846932	Class A Common Stock				544894.0				I		By NVR TR, LLC	F3
0001104659-25-120080	2846933	Class A Common Stock				797970.0				I		By JAR TR, LLC	F3
0001104659-25-120080	2846934	Class A Common Stock				1240509.0				I		By Bonnie E Gould Rothberg MD	F3
0001104659-25-120080	2846935	Class A Common Stock				726696.0				I		By 4C Holdings I, LLC	F3
0001104659-25-120080	2846936	Class B Common Stock				4716596.0				I		By 4C Holdings II, LLC	F3
0001104659-25-120080	2846937	Class B Common Stock				2621701.0				I		By 4C Holdings III, LLC	F3
0001104659-25-120080	2846938	Class B Common Stock				2621701.0				I		By 4C Holdings IV, LLC	F3
0001471262-25-000010	2846884	common stock				58990.0				I		by GST Trust for MH	
0001471262-25-000010	2846885	common stock				83054.0				I		by IRA	
0001471262-25-000010	2846886	common stock				1748733.0				I		by Cray MGP Holdings LP	
0002016350-25-000008	2847063	Common Stock				5.67	F11			I		By Savings Plan	
0001225208-25-009842	2847114	Common Stock				213.0				I		By Spouse	
0001225208-25-009842	2847115	Common Stock				781.57				I		By TCESOP	
0001193125-25-314661	2847011	Common Stock				17536369.0				I	F4	See footnote	F5
0001963701-25-000010	2847080	Common Stock				277.22	F8			I		By Savings Plan	
0001856776-25-000009	2847058	Common Stock				150000.0				I		By Family Trust	
0001856906-25-000009	2847037	Common Stock				28999.0				I		By Family Trust 1	
0001856906-25-000009	2847036	Common Stock				1000000.0				I		By EMJ Remer Family Trust	
0001856906-25-000009	2847035	Common Stock				35000.0				I		By Remer Family Trust	
0001856906-25-000009	2847034	Common Stock				5148663.0				I		By Buckrail Partners, LLC	
0001979295-25-000007	2847061	Common Stock				67.9	F8			I		By Savings Plan	
0001193125-25-314654	2847088	Class A Common Stock				18755774.0				I		By: Three Curve Capital LP	F1
0001825762-25-000007	2846963	Common Stock				465.22	F7			I		By Savings Plan	
0001024478-25-000126	2846847	Common Stock				628.17	F8			I		By Savings Plan	
0001193125-25-314648	2847064	Class A common stock				504500.0	F5			D			
0001193125-25-314647	2847083	Common Stock				907911.0				I		By Innovation ACP Trust	F4, F6
0001193125-25-314647	2847084	Common Stock				369088.0				I		By ACP 2021 Trust	F5, F6
0001024478-25-000125	2847118	Common Stock				5.57	F8			I		By Savings Plan	
0001769006-25-000008	2846904	Common Stock				8.46	F8			I		By Savings Plan	
0001024478-25-000124	2846858	Common Stock				475.68	F7			I		By Savings Plan	
0000921895-25-003311	2846902	Common Stock	F1			905.0				D			
0001515154-25-000011	2846836	Common Stock				165.53	F9			I		By Savings Plan	
0001024478-25-000123	2846889	Common Stock				51.08	F9			I		By savings plan	
0001219231-25-000005	2847099	Common Stock				314580.0	F2			D			
0001713445-25-000239	2847015	Class A Common Stock				20184.0				I		By The Slowe Family Trust dated January 26, 2012	
0001305641-25-000004	2847069	Common Stock				17.0				I		By Parfet Family Trust	
0002098873-25-000002	2847121	Common Stock				23215.0				D			
0001452653-25-000003	2846911	Common Stock				4677.0				I			
0001452653-25-000003	2846910	Common Stock				82666.0				D		By Spouse	
0001193125-25-314629	2847110	Common Stock				21300.0				I		LEMAITRE IRREVOCABLE LIFE INSURANCE TRUST OF 2025	F4
0001193125-25-314618	2847021	Common Stock				181.0				I		Indirect through spouse	
0000921895-25-003310	2846976	Class A common stock				128227.7				I	F2	By Biglari Capital Corp.	
0000921895-25-003310	2846975	Class A common stock				25663.1				I	F1	By The Lion Fund, L.P.	
0000921895-25-003310	2846974	Class A common stock				0.1				D		By Biglari Capital Corp.	
0000921895-25-003310	2846977	Class B common stock				1.0				D			
0000921895-25-003310	2846978	Class B common stock				71855.0				I	F1		
0001628280-25-056406	2847001	Common Stock				10650.33				D			
0001628280-25-056404	2847022	Common Stock				16067.67				D			
0001979088-25-000009	2846850	Common Stock				38568.0				I		LLC	F4
0001979088-25-000009	2846851	Common Stock				5086.0				I		2022 GRAT	F5
0001979088-25-000009	2846852	Common Stock				100000.0				I		2023 GRAT	F6
0001979088-25-000009	2846853	Common Stock				100000.0				I		2024 GRAT	F7
0001821737-25-000015	2847013	Common Stock				750000.0				I		Trust	F5
0001821737-25-000015	2847012	Common Stock				750000.0				I		Trust	F4
0001821737-25-000015	2847014	Common Stock				3051555.0				I		Trust	F6
0000356171-25-000093	2846964	Common Stock				272.96				I		By spouse	
0000356171-25-000093	2846965	Common Stock				1122850.0				I		ESOP Trustee	
0000356171-25-000093	2846966	Common Stock				42972.15				I		By ESOP	
0001715472-25-000005	2847054	Common Stock				1923.0				I		Trust	F3
0001402348-25-000006	2847050	Common Stock				6384.0				I		LLC	F6
0001402348-25-000006	2847053	Common Stock				575737.0	F11			I		Trust	F12
0001402348-25-000006	2847052	Common Stock				56331.0	F9			I		Trust	F10
0001402348-25-000006	2847051	Common Stock				56331.0	F7			I		Trust	F8
0001402348-25-000006	2847048	Common Stock				78893.0				I		Trust	F4
0001402348-25-000006	2847049	Common Stock				16300.0				I		Trust	F5
0001628280-25-056398	2846859	Common Stock				1600000.0				I		See Footnote	F4
0001719217-25-000007	2846860	Common Stock				346827.0				D			
0001289409-25-000009	2846845	Common Stock				10900.0				I		By IRA	
0001289409-25-000009	2846846	Common Stock				250000.0				I		By MOM, LLC	
0002098678-25-000002	2846854	Common Stock				181219.0	F1			D			
0001225208-25-009841	2846983	Common Stock				38817.7				I		401(k)	
0001225208-25-009841	2846984	Common Stock				135152.0				I		By Trust	
0001225208-25-009840	2846957	Common Stock				3605.85				I		401(k)	
0001325149-25-000003	2846909	Common Stock				10000.0	F1			I		By Wife	
0001283854-25-000009	2846996	Common Stock				512644.0				D			
0001841785-25-000004	2846891	Common Stock				1194.0				I		By Stuart Rich 2022 Irrevocable Trust	F4
0001841785-25-000004	2846892	Common Stock				1194.0				I		By Andrea Rich 2021 Irrevocable Trust	F5
0001493152-25-027107	2846887	Common Stock				24141.0				I		See footnote	F2
0001628280-25-056390	2846913	Common Stock				100.0				D			
0000092380-25-000151	2846828	Common Stock				34684.49	F1			D			
0001193125-25-314526	2846882	Common Stock				10000.0				I			
0001193125-25-314526	2846881	Common Stock				1000.0				I		See footnote	F9
0001193125-25-314526	2846880	Common Stock				2725805.0				I		See footnote	F8
0001193125-25-314526	2846879	Common Stock				6000.0				I		See footnote	F7
0001193125-25-314526	2846878	Common Stock				8000.0				I		See footnote	F6
0001193125-25-314526	2846877	Common Stock				11931.0				I		See footnote	F5
0001193125-25-314526	2846876	Common Stock				58000.0				D		See footnote	F4
0000040417-25-000063	2846916	GAM				34592.0				I	F1	By Power of Attorney	
0000040417-25-000063	2846920	5.95% Preferred Stock				19502.0				I	F1		
0000040417-25-000063	2846919	5.95% Preferred Stock				7739.0				I	F1	By Power of Attorney	
0000040417-25-000063	2846917	GAM				78756.0				I	F1	By Thrift Plan Trust	
0000040417-25-000063	2846918	GAM				22696.0				I	F2	By Parent	
0000040417-25-000063	2846915	GAM				45611.0				D		By Parent	
0001632901-25-000010	2846838	Common Stock				353.0				I		by Trust	
0001193125-25-314514	2846979	Woodward, Inc. Common Stock				490.0				I		By Woodward Retirement Savings Plan	F2
0001104659-25-120042	2846908	Common Stock				590410.0				I			
0001104659-25-120042	2846907	Common Stock				457181.0				I		See footnote	F6
0001104659-25-120042	2846905	Common Stock				162500.0	F1			D		See footnote	F4
0001104659-25-120042	2846906	Common Stock				3550382.0				I		See footnote	F5
0001646850-25-000006	2846827	Common Stock				32784.96	F2, F3			I		By Merrill Lynch	
0001788574-25-000004	2846883	Common Stock				0.0				D			
0001636371-25-000008	2847060	Common Stock				2737.0				I		401(k) Plan	
0001656326-25-000006	2846999	Common Stock				162822.0				D			
0000950103-25-015976	2846895	Class A Common Stock				2999.0				I		By Olivan Reinhold D LLC	F3
0000950103-25-015976	2846896	Class A Common Stock				8622.0				I		By Reinhold D LLC	F4
0000950103-25-015976	2846897	Class A Common Stock				90493.0				I		By Olivan Reinhold Family Revocable Trust u/a/d 10/16/12	F5
0000950103-25-015976	2846894	Class A Common Stock				8622.0				I		By Olivan D LLC	F2
0001869216-25-000010	2846990	Class A Common Stock				1787.0				I		By Trust	
0001617474-25-000005	2847066	Class A Common Stock				20861.0				D			
0001130144-25-000041	2847072	Common Stock				11139.0				D			
0001348636-25-000003	2847124	Class A Common Stock				140000.0				I		See footnote	F2
0000912593-25-000280	2846868	COMMON STOCK, $0.01 PAR VALUE				881175.0				D		Owned by spouse	
0000912593-25-000280	2846870	COMMON STOCK, $0.01 PAR VALUE				86800.0				I			
0000912593-25-000280	2846869	COMMON STOCK, $0.01 PAR VALUE				6278.0				I		Owned by irrevocable trust.	F2
0001225208-25-009837	2847113	Series C GCI Group Common Stock				126.0				I		By Spouse	F1
0001498290-25-000018	2847044	Common Stock, par value $0.01 per share				43797.0				I		see footnote	F1
0001498290-25-000018	2847045	Common Stock, par value $0.01 per share				11970.0				I		see footnote	F2
0001841794-25-000124	2847059	Class A Common Stock				279989.0				D	F5		
0001222574-25-000006	2847104	Common stock				171168.0				I		Patricia Jones Cornerstone Trust	
