ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001620093-25-000026	2519447	Class A Common Stock				22857.0				I		See Footnote	F5
0000950170-25-093159	2735345	Common Stock				243522.0				I		See Footnote	F2
0001225208-25-006389	2478548	Common Stock				802.0				I		As Trustee for Family Trust #1	
0001809104-25-000205	2538734	Class A Common Stock				6833304.0	F3			I		See notes	F5, F4
0001707925-25-000079	2607766	Ordinary Shares				715.92				D			
0001707925-25-000077	2650955	Ordinary Shares				1081.91				D			
0001601712-25-000224	2513033	Common Stock				15300.0				I		By Family Trusts	
0001601712-25-000217	2626344	Common Stock				34106.0				I		See footnote	F2
0000950170-25-093147	2532733	Class A Common Stock				5150042.0				I		By Trusts	F3
0000950170-25-093147	2532735	Class A Common Stock				3235585.0				I		By Fund	F5
0000950170-25-093147	2532734	Class A Common Stock				102183.0				I		By LLC	F4
0001079973-25-001103	2575892	Common Stock, $0.001 par value				10000.0	F2			D			
0001071739-25-000144	2663317	Common Stock				86498.0	F2			I		By Burdick Family LLC	
0001071739-25-000141	2777168	Common Stock				30054.0				I		By Grantor Retained Annuity Trust	F2
0001127602-25-018702	2762533	Common Stock				4644.0	F2			I		2024 GRAT	
0001071739-25-000140	2715579	Common Stock				23000.0				I		By family trust	F2
0000950170-25-093134	2733798	Common Stock				2000.0				I		By spouse	
0000950170-25-093134	2733801	Common Stock				70070.0				I		By limited partnership	
0000950170-25-093134	2733800	Common Stock				3720.0				I		By trust	
0000950170-25-093134	2733799	Common Stock				8820.0				I		As trustee of granchildren's trust	
0001127602-25-018692	2715959	Common Stock				1080.98				I		Christine Schmidt IRA	
0001127602-25-018692	2715961	Common Stock				1096.07				I		Derek Schmidt IRA	
0001127602-25-018692	2715960	Common Stock				60912.65				I		Derek Schmidt 401(k)	
0001858681-25-000079	2818541	Common Stock				2500.0				I		By an entity controlled by the reporting person's spouse.	
0001127602-25-018689	2478324	Common Shares, No Par Value				32791702.0				I	F2	By Managed Funds	F2
0001127602-25-018688	2652840	Common Stock				24900.0				I		Family Trust #2	
0001127602-25-018688	2652839	Common Stock				14400.0				I		Family Trust #1	
0001840776-25-000186	2601035	Class A Common Stock				67302.0				D			
0000892251-25-000071	2478559	Common Stock				5096.0				D			
0000892251-25-000069	2652878	Common Stock				16125.0				I			
0000892251-25-000069	2652877	Common Stock				18320.0				D		By The Arora Revocable Trust	
0000904454-25-000354	2575020	Common Stock				4118621.0	F3			I		By trusts for children	F2
0000904454-25-000354	2575022	Common Stock				1623.0				D			
0000904454-25-000354	2575021	Common Stock				1500000.0				I		By GRAT	F2
0000892251-25-000067	2637020	Common Stock				4966.0				D			
0001225208-25-006383	2570488	Common Stock				10336.46				D			
0001821825-25-000061	2584814	Common Stock				100.0				D			
0000892251-25-000065	2551005	Common Stock				587.0				I			
0000892251-25-000065	2551004	Common Stock				0.0				D		The Revocable Living Trust Agreement Jennifer W. Rumsey	
0000950170-25-093101	2585527	Class A-2 Common Shares				550000.0				I		See Footnote	F4
0000950170-25-093101	2585526	Class A Common Shares				293715.0				I		See Footnote	F3
0001415889-25-019082	2700277	Common Stock				709.0				I		By sibling's trusts	
0001415889-25-019082	2700276	Common Stock				3500.0				I		By Kathleen F. MacLennan Revocable Trust u/a dated 11/07/2002	
0001035443-25-000153	2530083	Common Stock				1400.0				I		By Trust	
0000892251-25-000063	2661261	Common Stock				1500.0				I		By Helen W. Cornell Rev. Trust	
0000892251-25-000063	2661260	Common Stock				11691.0				I		By Helen W. Cornell 2020 Irrevocable Trust	
0001127602-25-018677	2478363	Class B Common Stock				4914.11				D			
0001127602-25-018677	2478362	Class A Common Stock				3646.98				I		By 401(k) Plan	
0001077428-25-000131	2580006	Depositary Shares for Series B Preferred Stock	F1			84587.0				D		SCG Ventures LP	F4
0001077428-25-000131	2580005	Common Stock				90039.0				I		SCG Ventures LP	F4
0001077428-25-000131	2580008	Depositary Shares for Series B Preferred Stock	F1			255913.0				I			
0001077428-25-000131	2580007	Common Stock				289961.0				D			
0001127602-25-018675	2806727	Common Stock				9694.0				D			
0001476840-25-000101	2593909	Class A Common Stock				210676.0				D			
0000892251-25-000061	2572963	Common Stock				79.0				D			
0000892251-25-000060	2478448	Common Stock				24179.0				D			
0001613103-25-000097	2646741	Ordinary Shares				0.0	F1			D			
0000892251-25-000059	2626969	Common Stock				20000.0				I		By John and Joan GC TR FBO (John, Rose and Olivia)	
0000892251-25-000059	2626974	Common Stock				5754.0				I			
0000892251-25-000059	2626971	Common Stock				28248.0				I		By Hillenbrand II TR FBO (John, Rose and Olivia)	
0000892251-25-000059	2626972	Common Stock				48611.0				I		By Clear Water Capital Partners, LP	
0000892251-25-000059	2626973	Common Stock				135863.0				I		By John and Joan GC TR FBO (Eleanor and Sarah)	
0000892251-25-000059	2626968	Common Stock				3448.0				D		By Anne Hillenbrand Singleton Trust	
0000892251-25-000059	2626970	Common Stock				8631.0				I		By John and Joan CRT IMA	
0000892251-25-000058	2534780	Common Stock				3423.0				D			
0001415889-25-019069	2616323	Common Stock				6563.0				I		By Irrevocable Trust of OSL	F3
0001415889-25-019069	2616325	Common Stock				6563.0				I		By Irrevocable Trust of WGL	F5
0001415889-25-019069	2616324	Common Stock				6563.0				I		By Irrevocable Trust of SWL	F4
0000905148-25-002317	2518289	Common Stock				2153298.0				I		By Patience Enterprises LP	F2
0000905148-25-002317	2518291	Common Stock				52988.0				I		By Spouse	
0000905148-25-002317	2518290	Common Stock				4829611.0				I		By John Patience Living Trust dated 7/23/1993	F3
0000905148-25-002316	2700607	Common Stock				53364.0				I		By Massarany Family Trust dated November 15, 2012	F2
0001650164-25-000254	2478499	Class A Common Stock				39368.0				I		By the Brian R. Elworthy Irrevocable Trust of 2019	
0001628280-25-034017	2478502	Common Stock				13047.0				D			
0000892251-25-000057	2768911	Common Stock				13392.0				D			
0000950170-25-093049	2747449	Common Stock, Par Value $0.01				0.0				D			
0001140361-25-024659	2811562	Class A Common Stock				2000.0				I		By: Spouse	
0001140361-25-024657	2699203	Class A Common Stock				348270.0				I		By Trust	F5
0001140361-25-024657	2699202	Class A Common Stock				470275.0				I		By Trust	F4
0001140361-25-024657	2699201	Class A Common Stock				6000.0				I		By Child	F3
0001104659-25-065329	2478354	Class A Common Stock				2000000.0				I		By Jacob DeWitte GRAT	
0001104659-25-065329	2478355	Class A Common Stock				2000000.0				I		By Caroline Cochran GRAT	
0001161697-25-000196	2783930	Common Stock				517200.0				D			
0000950170-25-093043	2583010	Class A Common Stock				596181.0				I		By: RRE Ventures V, L.P.	F2
0000950170-25-093043	2583011	Class A Common Stock				248071.0				I		By: RRE Leaders Fund, L.P.	F2
0001214659-25-009988	2734906	Common Stock				1500.0				I		By child	
0001214659-25-009988	2734907	Common Stock				75.0				I		By spouse	
0001214659-25-009988	2734908	Common Stock				75.0				I		By spouse	
0001214659-25-009988	2734909	8.625% Series A Cumulative Perpetual Preferred Stock				82.0				I			
0001214659-25-009988	2734905	Common Stock				829.0				I		By child	
0001214659-25-009988	2734904	8.625% Series A Cumulative Perpetual Preferred Stock				313.0				D		By spouse	
0001214659-25-009988	2734903	Common Stock				13110.0	F2			D		By 401(k) Plan	
0001214659-25-009988	2734910	Depositary Shares - 8.375% Series B Cumulative Stock				2000.0				I			
0001104659-25-065327	2488746	Class A Common Stock				2000000.0				I		By Caroline Cochran GRAT	
0001104659-25-065327	2488747	Class A Common Stock				2000000.0				I		By Jacob DeWitte GRAT	
0001650164-25-000252	2731814	Class A Common Stock				1718029.0				I		By the SHFA 2021 Nominee Trust	
0001650164-25-000252	2731815	Class A Common Stock				224853.0				I		By the SHFA Family Trust	
0001650164-25-000252	2731813	Class A Common Stock				66896.0				I		By the Fredette Family Nominee Trust	
0000950170-25-093040	2502008	Common Stock, par value $.001				226421.0				I		By the Mitchell P. Rales Family Trust	F4
0000950170-25-093040	2502006	Common Stock, par value $.001				4816.0				I		By trust for daughter	F3
0000950170-25-093040	2502005	Common Stock, par value $.001				3355765.0				I		Through single-member LLC	F2
0000950170-25-093040	2502007	Common Stock, par value $.001				4816.0				I		By trust for daughter	F3
0000892251-25-000056	2647303	Common Stock				175565.75				D			
0000892251-25-000055	2507116	Common Stock				0.0				D			
0000892251-25-000054	2478406	Common Stock				0.0				D			
0001628280-25-034011	2539219	Common Stock				46953.0				D			
0000921895-25-001937	2478526	Common Stock				82176.0	F3			D			
0001764046-25-000086	2667510	Ordinary Shares				49750.0				I		By Jane Okun Bomba Trust U/A DTD 12/20/2018	
0001764046-25-000085	2734609	Ordinary Shares				4033271.0				I		By Cambridge Information Group III LLC	F3
0001764046-25-000085	2734610	Ordinary Shares				3417.0				I		By CSA GP Corporation	F3
0001764046-25-000085	2734611	Ordinary Shares				238500.0				I		By Snyder 2011 Family Trust	F4
0001764046-25-000085	2734607	Ordinary Shares				787510.0				I		By Cambridge Information Group I LLC	F3
0001764046-25-000085	2734606	Ordinary Shares				8821984.0				I		By Cambridge Information Group Inc.	F3
0001764046-25-000085	2734608	Ordinary Shares				10489466.0				I		By Cambridge Information Group II LLC	F3
0001735276-25-000077	2765944	Common Stock				537.0				I		by Managed Account	F2
0002072289-25-000005	2525392	Common Shares				0.0				D			
0001531152-25-000085	2478558	Common Stock				2000.0				I		By Dependent Children	
0001225208-25-006365	2478375	Class A Common Stock				500.0				I		By Trusts	
0001022408-25-000062	2478432	Common Stock				1084.0				I		By Elizabeth Dederich Bowen Trust	
0001022408-25-000062	2478433	Common Stock				12526.0				I		By Bruce Montague Bowen Trust	
0001022408-25-000062	2478434	Common Stock				10700.0				I		By Bowen Holdings LLC	
0001437749-25-021994	2750955	Common Stock				822255.0				I		See Footnote	F3
0001628280-25-034008	2775837	Common Stock				49934.0				D			
0001225208-25-006364	2671835	Class A Common Stock				20150.0				I		By Trusts	
0001225208-25-006361	2669273	Class A Common Stock				477.0				I		By Spouse	
0001628280-25-034002	2478539	Ordinary Shares				119350.0				D			
0001437749-25-021992	2561619	Common Stock				13739.0				I		By Trust	
0001356849-25-000009	2478583	Common Stock				193970.5				I		By 401(k) plan	
0001356849-25-000009	2478582	Common Stock				772485.0				I		By LLC	
0001834494-25-000074	2478351	Common Stock, par value $0.001				29810.0				I		See Footnote	F2
0001628280-25-034000	2579584	Common Stock				7967.37				D			
0001628280-25-033999	2512377	Common Stock				575.0				D			
0001628280-25-033998	2740376	Common Stock				91360.0				D			
0001628280-25-033997	2604053	Common Stock				2545.0				D			
0001628280-25-033996	2566342	Common Stock (SUA)				17586.68				D			
0001415889-25-019051	2718428	Class A Common Stock				1097402.0	F4			I		See footnote	F6
0000950170-25-092992	2478407	Class A Common Stock				1.0				I		See Explanation of Responses	F2
0001628280-25-033994	2809476	Common Stock				550.0				D			
0001872955-25-000010	2478314	Common Stock				8482.77				I		By 401k plan	
0001225208-25-006351	2693374	Common Stock, without par value				4781.0				I		Held in Keogh account.	
0000875320-25-000206	2478322	Common Stock				16130.0				D			
0001415889-25-019048	2538397	Common Stock				4559233.0				I		By WG Biotech ApS	F2
0001415889-25-019047	2478415	Common Stock				2194278.0				I		See footnote	F2
0001628280-25-033988	2735868	Common Stock (SUA)				7680.59				D			
0001628280-25-033987	2622356	Common Stock				57078.08				D			
0001628280-25-033987	2622355	Common Stock				2500.0				I		By Family Limited Partnership	
0001357717-25-000010	2575401	Common Stock				17869.69				I		By 401k Plan	
0001062993-25-012449	2478560	Humana Common				19448.0				D			
0000091576-25-000097	2560643	Common Shares				750.0				D			
0001628280-25-033984	2478318	Class A Common Stock				2134.25	F3			I		By 401(k) Plan	
0001225208-25-006339	2478408	Common Stock				45.0				I		By Spouse	
0000929638-25-002490	2559524	Common Stock				35759744.0				I		See Footnote	F1
0001225208-25-006338	2478483	Common Stock				124155.0				I		By The GWL Living Trust	
0001225208-25-006337	2478525	Common Stock				75000.0				I		By GRAT	
0001662579-25-000053	2565266	Common Stock				47316.0				I		By Spouse	
0001662579-25-000053	2565267	Common Stock				61265.0				I		By Kenneth C. Anderson 2016 Grantor Retained Annuity Trust	F3
0001662579-25-000053	2565268	Common Stock				61265.0				I		By Cynthia E. Anderson 2016 Grantor Retained Annuity Trust	F4
0001662579-25-000053	2565269	Common Stock				16939.0				I		By Kenneth C. Anderson 2015 Irrevocable Trust	F5
0001662579-25-000053	2565270	Common Stock				16939.0				I		By Cynthia E. Anderson 2015 Irrevocable Trust	F6
0000899140-25-000804	2811460	Common Stock				13134.0				I		See footnote	F2
0000875320-25-000204	2478364	Common Stock				140.0				I		401(k)	
0001909327-25-000011	2478485	Common Stock				12422.05				I		By 401k plan	
0000921895-25-001936	2505698	Common Stock	F1, F2			6109961.0				I		By Hill Path Capital Partners Co-Investment E LP	F6
0000921895-25-001936	2505699	Common Stock	F1, F2			402017.0				I		By Hill Path Capital Partners Co-Investment E2 LP	F7
0000921895-25-001936	2505703	Common Stock	F1, F2			2695994.0				I		By HM Fund LP	F11
0000921895-25-001936	2505701	Common Stock	F1, F2			83900.0				I		By Hill Path Capital Partners Co-Investment S LP	F9
0000921895-25-001936	2505702	Common Stock	F1, F2			10518006.0				I		By HEP Fund LP	F10
0000921895-25-001936	2505697	Common Stock	F1, F2			176201.0				I		By Hill Path Capital Co-Investment Partners LP	F5
0000921895-25-001936	2505696	Common Stock	F1, F2			5885065.0				I		By Hill Path Capital Partners LP	F4
0000921895-25-001936	2505700	Common Stock	F1, F2			1334162.0				I		By Hill Path Capital Partners-H LP	F8
0001415889-25-019031	2498763	Common Class A				9419.0	F3			I		See Footnote	F3
0001415889-25-019031	2498762	Common Class A				250.0	F2			I		See Footnote	F2
0001415889-25-019031	2498761	Common Class A				41485.0	F1			I		See Footnote	F1
0001415889-25-019031	2498760	Common Class A - Retirement Plan				6272.0				D			
0001415889-25-019030	2478458	Common Class A - Retirement Plan				3483.0				D			
0001415889-25-019029	2610756	Common Class A - Retirement Plan				10312.0				D			
0001415889-25-019028	2478515	Common Class A - Retirement Plan				21093.0				D			
0001415889-25-019026	2663896	Common Class A - Retirement Plan				8461.0				D			
0001415889-25-019021	2689274	Common Class A - Retirement Plan				0.0	F1			D			
0001415889-25-019021	2689275	Common Class A				7300.0	F2			I		See Footnote	F2
0001415889-25-019020	2667029	Common Class A - Retirement Plan				5068.0				D			
0001415889-25-019020	2667030	Common Class A				38423.0	F1			I		See Footnote	F1
0001415889-25-019020	2667031	Common Class A				13389.0	F2			I		See Footnote	F2
0001415889-25-019019	2688894	Common Class A - Retirement Plan				3568.0				D			
0000921895-25-001935	2478445	Common Stock	F1, F2			83900.0				I		By Hill Path Capital Partners Co-Investment S LP	F9
0000921895-25-001935	2478446	Common Stock	F1, F2			10518006.0				I		By HEP Fund LP	F10
0000921895-25-001935	2478447	Common Stock	F1, F2			2695994.0				I		By HM Fund LP	F11
0000921895-25-001935	2478442	Common Stock	F1, F2			6109961.0				I		By Hill Path Capital Partners Co-Investment E LP	F6
0000921895-25-001935	2478440	Common Stock	F1, F2			5885065.0				I		By Hill Path Capital Partners LP	F4
0000921895-25-001935	2478441	Common Stock	F1, F2			176201.0				I		By Hill Path Capital Co-Investment Partners LP	F5
0000921895-25-001935	2478444	Common Stock	F1, F2			1334162.0				I		By Hill Path Capital Partners-H LP	F8
0000921895-25-001935	2478443	Common Stock	F1, F2			402017.0				I		By Hill Path Capital Partners Co-Investment E2 LP	F7
0001415889-25-019018	2502854	Common Class A - Retirement Plan				9265.0				D			
0001415889-25-019017	2818064	Common Class A				7300.0	F3			I		See Footnote	F3
0001415889-25-019017	2818062	Common Class A - Retirement Plan				0.0	F1			D			
0001415889-25-019017	2818063	Common Class A				41496.0	F2			I		See Footnote	F2
0001415889-25-019016	2478371	Common Class A				185765.0	F1			I		See Footnote	F1
0001415889-25-019016	2478372	Common Class A				13655.0	F2			I		See Footnote	F2
0001415889-25-019016	2478370	Common Class A - Retirement Plan				15763.0				D			
0001104659-25-065292	2598956	Common Shares, no par value				2075629.0				I		By Title 19 Promis	F2
0001104659-25-065292	2598957	Common Shares, no par value				48333.0				I		By Title 19 Acies	F3
0001415889-25-019015	2478359	Common Class A				7300.0	F3			I		See Footnote	F3
0001415889-25-019015	2478358	Common Class A				41496.0	F2			I		See Footnote	F2
0001415889-25-019015	2478357	Common Class A - Retirement Plan				0.0	F1			D			
0001415889-25-019014	2791750	Common Class A				36560.0				I		See Footnote	F4
0001415889-25-019014	2791751	Common Class A - Retirement Plan				0.0	F1			D			
0001415889-25-019014	2791748	Common Class A				41496.0				I		See Footnote	F2
0001415889-25-019014	2791749	Common Class A				7300.0				I		See Footnote	F3
0001415889-25-019013	2478455	Common Class A				7300.0	F1			I		See Footnote	F1
0001415889-25-019013	2478456	Common Class A				2521.0	F2			I		See Footnote	F2
0001415889-25-019013	2478454	Common Class A - Retirement Plan				36648.0				D			
0001415889-25-019012	2478550	Common Class A - Retirement Plan				7182.0				D			
0000091576-25-000095	2658913	Common Shares				13430.0				D			
0001225208-25-006335	2695217	Common Stock				36.0				I		By Family Trust	
0001628280-25-033977	2679078	Common Stock				10000.0				I		Charles A. Anderson Exempt Trust	F3
0001127602-25-018649	2701770	Class A Common Stock				247326.0				I		Ryan and Angela McInerney Trust	
0000091576-25-000094	2607079	Common Shares				22549.0				D			
0001225208-25-006334	2783871	Common Stock				4719.0				I		By Trust	
0001127602-25-018647	2695531	Common Stock				162506.0				D			
0001127602-25-018647	2695530	Common Stock				4787.73	F2			I		By 401(k)	
0001628280-25-033974	2778151	Common Stock				12750.0				I		Chadash Holdings LLC	F2
0001437749-25-021966	2583816	COMMON STOCK				28044.0				I		By WKH Holdings, LLC	
0001437749-25-021966	2583815	COMMON STOCK				1062817.0				I		By WKH Management, Inc.	
0001437749-25-021966	2583814	COMMON STOCK				78508.0				I		By Smith & Hood Holding Company, LLC	F1
0001437749-25-021966	2583813	COMMON STOCK				340637.0				I		By Hood Investments, LLC	
0001437749-25-021966	2583817	COMMON STOCK				202196.0				I			
0001437749-25-021966	2583812	COMMON STOCK				680560.0				D		By Smith & Hood Investments, LLC	F1
0001610717-25-000274	2478319	Common Stock				20424.0				I		Trust	F2
0001610717-25-000274	2478320	Common Stock				20424.0				I		Trust	F3
0001610717-25-000274	2478321	Common Stock				465604.0				I		Trust	F4
0001628280-25-033970	2478392	Common Stock				3348.0				I		Bradford Living Trust	F2
0002011895-25-000010	2478604	Common Stock				10035.26				I		Held in 401(k)	
0001437749-25-021961	2566383	COMMON STOCK				17063.0				I		By: Smith-Hoover Holdings, L.L.C.	F1
0001437749-25-021961	2566384	COMMON STOCK				1062817.0				I		By Smith & Hood Holding Company, LLC	
0001437749-25-021961	2566380	COMMON STOCK				19407.0				I		By: MACSMITH LLC	F1
0001437749-25-021961	2566381	COMMON STOCK				340637.0				I		By: Smith & Hood Investment, LLC	F1
0001437749-25-021961	2566382	COMMON STOCK				340344.0				I		By: Big 4 Investments, LLC	F1
0000950170-25-092960	2478453	Class A Common Stock				680.0				I		See footnote	F2
0001562088-25-000155	2619226	Class A Common Stock				130.0				I		By son	
0001127602-25-018645	2478396	Common Stock				8663.47	F2			I		By 401(k)	
0001127602-25-018645	2478397	Common Stock				557461.0				D			
0000024741-25-000039	2478597	Common Stock				151199.0				D			
0000950170-25-092955	2478521	Common Stock				14115.0				I		See Explanation of Responses	F2
0000950170-25-092954	2694950	Common Stock				3215.0				I		See Explanation of Responses	F2
0000950170-25-092953	2746343	Common Stock				3079.0				I		See Explanation of Responses	F3
0000950170-25-092953	2746344	Common Stock				55.0				I		See Explanation of Responses	F4
0000950170-25-092953	2746342	Common Stock				5316.0				I		See Explanation of Responses	F2
0000950170-25-092953	2746345	Common Stock				39.0				I		See Explanation of Responses	F5
0001628280-25-033967	2791695	Common Stock				74079.0	F3			I		By Rick Davis 2006 Family Trust	
0001628280-25-033967	2791696	Common Stock				74079.0	F4			I		By Sheree Davis 2006 Children's Trust	
0001628280-25-033967	2791697	Depository Shares	F5			20000.0				D			
0001284812-25-000239	2478345	Common Stock				8171461.0				I		By the Martin Cohen 2018 Revocable Trust	F1
0001127602-25-018644	2804509	Common Stock, Par Value $0.01 Per Share				47853.0				I		Norris Living Trust	F2
0001127602-25-018644	2804510	Common Stock, Par Value $0.01 Per Share				18480.0				I		Norris Marital Trust - Exempt	F2
0001127602-25-018644	2804511	Common Stock, Par Value $0.01 Per Share				146835.0				I		Norris Marital Trust - Non-Exempt	F2
0001127602-25-018644	2804512	Common Stock, Par Value $0.01 Per Share				530.0				I		Norris Childs Trust fbo John W. Norris III	
0001127602-25-018644	2804513	Common Stock, Par Value $0.01 Per Share				1685.0				I		Norris-Newman Minors Trust	F3
0001127602-25-018644	2804514	Common Stock, Par Value $0.01 Per Share				2545105.0				I		Norris Family Ltd. P	F4
0001127602-25-018644	2804515	Common Stock, Par Value $0.01 Per Share				28372.0				I		B.W. Norris Revocable Trust	F3
0001127602-25-018644	2804516	Common Stock, Par Value $0.01 Per Share				5636.0				I		Catherine Houlihan-spouse	F3
0001127602-25-018644	2804517	Common Stock, Par Value $0.01 Per Share				28372.0				I		L. C. Norris Trust	F3
0001127602-25-018644	2804518	Common Stock, Par Value $0.01 Per Share				28372.0				I		W.H. Norris Revocable Trust	F3
0001127602-25-018644	2804508	Common Stock, Par Value $0.01 Per Share				107250.0				I		JWN III Trust A	F1
0001225208-25-006333	2478544	Common				65748.0				I		John M. Wasson Rev. Trust	
0001225208-25-006333	2478543	Common				12739.0				I		John M. Wasson Remainder Trust 2022	
0001225208-25-006333	2478542	Common				716.0				I		By Spouse	
0001225208-25-006331	2686859	Common Stock				5234.0	F3			I		By Child	
0000731766-25-000219	2786310	Common Stock				735115.0				I		By Trusts	
0000731766-25-000219	2786309	Common Stock				349.72				I		By 401(k)	
0000731766-25-000218	2664137	Common Stock				6033.0				I		By Trust	
0001551306-25-000148	2678703	Common Stock				1.0				I		See footnote	F2
0000933136-25-000067	2478349	Common Stock				198398.0				D			
0001906324-25-000140	2756732	Common Stock				2150.0				I		By Trust	
0001628280-25-033960	2790160	Depository Shares	F2			26500.0				D			
0000731766-25-000214	2635871	Common Stock				55.0				I		By Trust 3	
0000731766-25-000214	2635869	Common Stock				2146.0				I		By Revocable Trust	
0000731766-25-000214	2635870	Common Stock				45.0				I		By Trust 2	
0001837686-25-000078	2602123	Common Stock				2777.0				I		See footnote	F3
0001415889-25-019002	2478948	Common Stock				17979.0				I		Arthur A. Levin, Ph.D., Trustee, Butler-Levin Revocable Trust	
0000731766-25-000211	2784454	Common Stock				3800.0				I		By Trust	
0002012047-25-000010	2553518	Common Stock				6359.58				I		Held in 401(k)	
0001628280-25-033955	2775180	Common Stock				1895.0				I		Easley Family Trust	F2
0000024741-25-000037	2517168	Common Stock				56888.0				D		By Trust	
0000024741-25-000037	2517169	Common Stock				107.0				I			
0000876437-25-000111	2702098	Common Stock				384844.0				I		By a family trust	
0001402051-25-000003	2725197	Common Stock				50500.0				I			
0001402051-25-000003	2725196	Common Stock				303911.0	F5			D		By the William Lewis Family Legacy Trust	
0000921895-25-001930	2478316	Common stock, $0.0001 par value per share	F1			1481868.0				I		By: 325 Capital Master Fund LP	F5
0000921895-25-001930	2478317	Common stock, $0.0001 par value per share	F1			7893132.0				I		By: 325 Capital LLC	F6
0000024741-25-000036	2505045	Common Stock				6938.0				D			
0001415889-25-018996	2674047	Class A Common Stock				113882.0				I		See footnote	F3
0001415889-25-018993	2632678	Common Stock				73000.0				I		By Trust	F2
0001127602-25-018635	2623928	Common Stock				5718.0				D			
0001127602-25-018635	2623929	Depositary Shares (Preferred Stock, Series C)				320.0	F1			D			
0001127602-25-018634	2478439	Common Stock				100674.0				I		By Joint Trust	
0001127602-25-018634	2478438	Common Stock				391151.0				I		By 2024 Trust	
0001127602-25-018634	2478437	Common Stock				13439.7	F2			I		By 401(k)	
0001628280-25-033944	2723366	Depository Shares	F3			9338.0				D			
0000024741-25-000035	2478361	Common Stock				31506.0				D			
0001628280-25-033942	2767538	Common Stock				4000.0				I		C. Todd Sparks FLP	F2
0001628280-25-033942	2767537	Common Stock				122119.0				I		By SBS Equity, LLC	F2
0001628280-25-033942	2767536	Common Stock				5959.0				I		By Spouse	F2
0001628280-25-033941	2696618	Depository Shares	F4			12798.0				D			
0001628280-25-033941	2696617	Common Stock				265.0				I		By Spouse	F3
0001127602-25-018632	2478492	Common Stock				847424.0				D			
0001127602-25-018632	2478491	Common Stock				6636.81	F2			I		By 401(k)	
0001127602-25-018630	2722283	Common Stock				98100.0				D			
0001127602-25-018628	2478570	Common Stock				25965.0				D			
0001127602-25-018627	2612879	Common Stock				379962.0				D			
0001127602-25-018627	2612878	Common Stock				2863.33	F2			I		By 401(k)	
0000921895-25-001928	2693250	Common Stock				13926.0	F3			D			
0000950170-25-092917	2609646	Common Stock				2830.0				I		By Grantor Retained Annuity Trust	
0000950170-25-092917	2609647	Common Stock				17499.0				I		By Spouse	
0000950170-25-092912	2478450	Common Stock				9391.0				I		By Family Trust	
0000950170-25-092912	2478451	Common Stock				4439.0				I		By Gift Trust	
0000950170-25-092912	2478452	Common Stock				755.0				I		By Grandchild Trust	
0001127602-25-018625	2680358	Common Stock				81319.0				D			
0001127602-25-018624	2784154	Common Stock				167000.0				I		By Family Trust	
0001127602-25-018624	2784155	Common Stock				395500.0				I		By Trust	
0001127602-25-018622	2478429	Common Stock				2083.0				I		by Trust 1	F1
0001127602-25-018622	2478430	Common Stock				2083.0				I		by Trust 2	F2
0001214659-25-009974	2747094	Common Stock				111.0	F4			I		By Spouse	
0001415889-25-018988	2478476	Common				10557.0	F1, F2			I		Joint with Spouse	
0001415889-25-018987	2814649	Common Stock				2250.0				I		Held in Retirement Account	
0001415889-25-018981	2478449	Common Stock				5370.0				I		Held in an IRA	
0001415889-25-018976	2772796	Class A Common Stock				10000.0				I		By Delaware Trust	F1
0001415889-25-018972	2627047	Common Stock				41051.0	F1			I		Held in Rev Liv Trust	
0000950170-25-092867	2756085	common stock				300.0				I		spouse	
0000109563-25-000047	2622308	Common Stock				26920.0				D			
0001415889-25-018968	2478366	Common				33230.0				I		Held in IRA	
0001415889-25-018968	2478365	Common				383429.0				I		Held by Trust	
0001127602-25-018617	2639435	Common Stock				557.0				I			
0001127602-25-018617	2639434	Common Stock				10696.0				D		in 401(k) Plan	
0001271163-25-000026	2723213	Common Stock, Par Value $0.001				17575.0				I		Gabelli & Company Investment Advisers, Inc.	F2
0001271163-25-000026	2723214	Common Stock, Par Value $0.001				326425.0				I		Associated Capital Group, Inc.	F3
0001271163-25-000026	2723212	Common Stock, Par Value $0.001				1089000.0				I		GGCP, Inc.	F1
0001691421-25-000110	2516878	COMMON STOCK				30000.0				I		Held by Timothy E Bixby Family Trust	F2
0001127602-25-018598	2478409	Common Stock				2657473.0				I		Refer to Footnote	F1
0001127602-25-018596	2478538	Common Stock				70.0				I			
0001127602-25-018596	2478533	Common Stock				335.0				I		As Trustee, Gift Trust of Daughter	
0001127602-25-018596	2478532	Common Stock				800.0				D		As Trustee, Gift Trust of Daughter	
0001127602-25-018596	2478535	Common Stock				300.0				I		As Trustee, Gift Trust of Son	
0001127602-25-018596	2478536	Common Stock				250.0				I		As Trustee, Gift Trust of Son	
0001127602-25-018596	2478534	Common Stock				335.0				I		As Trustee, Gift Trust of Son	
0001127602-25-018596	2478537	Common Stock				150.0				I		As Trustee, Gift Trust of Son	
